record_type,receipt_run_id,canonical_cache_key,receipt_json_sha256,artifact_id,artifact,workflow_run_id,dispositions,candidate_delta_rows,candidate_fields,candidate_file_count,candidate_files,source_cells,cache_match_cells,cache_missing_cells,cache_conflict_cells,unmatched_cache_cells,blocked_schema_cells,final_status,final_reason,next_action,identity_profile_run_id,identity_profile_source,source_team_keys,matched_source_team_keys,unmatched_source_team_keys,league_week_overlap_keys,league_week_absent_keys,matched_source_player_rows,identity_bridge_status,matched_by_mfl_manager_guid,matched_by_manager_team_name,matched_by_unique_manager,cache_join_strategy,bridge_evidence_file_count,bridge_evidence_row_count,bridge_evidence_strength,bridge_evidence_schemas,bridge_evidence_receipt_run_id,loss_tie_gate,player_team_bridge_gate,source_precedence_gate,cache_admission_state
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9018889432,cohort-dimension-fills-31247153157,31247153157,metadata_or_validation|settings_candidate,0,,1,league_settings_updates.parquet,404,404,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9018959760,cohort-dimension-fills-31247408450,31247408450,metadata_or_validation|settings_candidate,0,,1,league_settings_updates.parquet,404,404,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019038945,cohort-dimension-fills-31247686644,31247686644,metadata_or_validation|settings_candidate,0,,1,league_settings_updates.parquet,404,404,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019250425,cohort-dimension-fills-31248350611,31248350611,metadata_or_validation|settings_candidate,0,,1,league_settings_updates.parquet,404,404,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019543420,source-settings-rescue-mfl-149-31249419292,31249419292,settings_candidate|structured_evidence_candidate,0,,2,source_settings_149.jsonl|source_settings_149.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019546839,source-settings-rescue-mfl-198-31249419292,31249419292,settings_candidate|structured_evidence_candidate,0,,2,source_settings_198.jsonl|source_settings_198.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019589242,source-settings-rescue-mfl-198-31249586462,31249586462,settings_candidate|structured_evidence_candidate,0,,2,source_settings_198.jsonl|source_settings_198.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019589534,source-settings-rescue-mfl-149-31249586462,31249586462,settings_candidate|structured_evidence_candidate,0,,2,source_settings_149.jsonl|source_settings_149.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019790720,source-settings-rescue-mfl-7-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_7.jsonl|source_settings_7.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019791497,source-settings-rescue-mfl-8-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_8.jsonl|source_settings_8.parquet,3,3,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019792782,source-settings-rescue-mfl-4-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_4.jsonl|source_settings_4.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019793328,source-settings-rescue-mfl-10-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_10.jsonl|source_settings_10.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019793670,source-settings-rescue-mfl-12-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_12.jsonl|source_settings_12.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019795307,source-settings-rescue-mfl-6-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_6.jsonl|source_settings_6.parquet,2,2,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019795767,source-settings-rescue-mfl-0-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_0.jsonl|source_settings_0.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019798059,source-settings-rescue-mfl-1-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_1.jsonl|source_settings_1.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019798846,source-settings-rescue-mfl-9-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_9.jsonl|source_settings_9.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019799295,source-settings-rescue-mfl-5-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_5.jsonl|source_settings_5.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019802899,source-settings-rescue-mfl-2-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_2.jsonl|source_settings_2.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019811411,source-settings-rescue-mfl-15-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_15.jsonl|source_settings_15.parquet,3,3,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019811555,source-settings-rescue-mfl-20-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_20.jsonl|source_settings_20.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019814078,source-settings-rescue-mfl-28-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_28.jsonl|source_settings_28.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019817683,source-settings-rescue-mfl-16-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_16.jsonl|source_settings_16.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019821794,source-settings-rescue-mfl-26-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_26.jsonl|source_settings_26.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019823071,source-settings-rescue-mfl-24-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_24.jsonl|source_settings_24.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019828079,source-settings-rescue-mfl-27-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_27.jsonl|source_settings_27.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019830177,source-settings-rescue-mfl-32-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_32.jsonl|source_settings_32.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
artifact_inventory,31500865474,research-public-lake-v4-Linux-20260806-championship-v2-final-playoff-anchor-outcomes-31147899613,df8a21d802928f3f0215bff49a272ff7168acb0a6412cc181fd94bd51cf8dbbd,9019833098,source-settings-rescue-mfl-38-31250219978,31250219978,settings_candidate|structured_evidence_candidate,0,,2,source_settings_38.jsonl|source_settings_38.parquet,1,1,0,0,0,0,cache_verified,Every non-null candidate source cell equals the current canonical cache value.,closed_cache_verified,,,,,,,,,,,,,,,,,,,not_required,not_required,not_required,closed_cache_verified
